,Unnamed: 0,Criminal_ID,Age,Height,Hair_Color,NID
8006,8006,8007,33,175,Green,18
8007,8007,8008,46,173,Black,3
8008,8008,8009,31,181,Brown,22
8009,8009,8010,24,181,Brown,4
8010,8010,8011,52,181,Green,9
8011,8011,8012,47,165,Green,21
8012,8012,8013,37,172,Brown,3
8013,8013,8014,49,170,Brown,11
8014,8014,8015,49,186,Green,21
8015,8015,8016,34,179,Green,23
8016,8016,8017,28,172,Green,18
8017,8017,8018,30,179,Black,12
8018,8018,8019,47,178,Black,5
8019,8019,8020,26,178,Black,17
8020,8020,8021,45,187,Green,7
8021,8021,8022,46,187,Brown,18
8022,8022,8023,50,167,Green,23
8023,8023,8024,44,169,Green,21
8024,8024,8025,42,172,Green,14
8025,8025,8026,28,172,Green,17
8026,8026,8027,30,179,Green,22
8027,8027,8028,24,169,Brown,13
8028,8028,8029,23,187,Green,23
8029,8029,8030,34,172,Brown,22
8030,8030,8031,43,187,Green,11
8031,8031,8032,40,175,Brown,20
8032,8032,8033,44,168,Brown,14
8033,8033,8034,38,166,Brown,13
8034,8034,8035,45,181,Green,14
8035,8035,8036,20,175,Brown,10
8036,8036,8037,37,180,Green,11
8037,8037,8038,33,179,Brown,16
8038,8038,8039,31,170,Black,22
8039,8039,8040,18,182,Green,22
8040,8040,8041,21,174,Brown,5
8041,8041,8042,33,174,Green,14
8042,8042,8043,27,168,Brown,10
8043,8043,8044,34,172,Green,7
8044,8044,8045,38,179,Black,23
8045,8045,8046,18,167,Green,16
8046,8046,8047,52,169,Green,20
8047,8047,8048,31,179,Brown,13
8048,8048,8049,45,180,Black,17
8049,8049,8050,29,179,Green,17
8050,8050,8051,54,176,Black,23
8051,8051,8052,32,168,Brown,11
8052,8052,8053,27,178,Brown,23
8053,8053,8054,53,167,Brown,18
8054,8054,8055,39,174,Brown,7
8055,8055,8056,47,165,Black,7
8056,8056,8057,50,172,Green,14
8057,8057,8058,51,176,Brown,19
8058,8058,8059,33,178,Green,13
8059,8059,8060,29,167,Black,18
8060,8060,8061,51,182,Black,13
8061,8061,8062,23,183,Brown,23
8062,8062,8063,46,187,Brown,16
8063,8063,8064,51,179,Black,3
8064,8064,8065,35,169,Green,19
8065,8065,8066,35,172,Brown,10
8066,8066,8067,36,168,Green,6
8067,8067,8068,46,168,Brown,4
8068,8068,8069,32,168,Green,14
8069,8069,8070,23,172,Brown,5
8070,8070,8071,30,175,Green,4
8071,8071,8072,45,176,Green,13
8072,8072,8073,43,179,Black,4
8073,8073,8074,31,183,Green,15
8074,8074,8075,30,166,Black,3
8075,8075,8076,33,177,Green,23
8076,8076,8077,30,165,Black,7
8077,8077,8078,23,183,Black,18
8078,8078,8079,43,181,Brown,14
8079,8079,8080,33,187,Black,13
8080,8080,8081,30,173,Brown,23
8081,8081,8082,47,179,Black,23
8082,8082,8083,22,176,Green,3
8083,8083,8084,19,186,Green,18
8084,8084,8085,48,176,Brown,11
8085,8085,8086,18,184,Black,8
8086,8086,8087,30,169,Brown,11
8087,8087,8088,51,180,Black,10
8088,8088,8089,25,183,Green,23
8089,8089,8090,52,168,Brown,22
8090,8090,8091,45,172,Black,17
8091,8091,8092,27,185,Green,5
8092,8092,8093,21,165,Brown,14
8093,8093,8094,47,178,Black,9
8094,8094,8095,50,167,Green,11
8095,8095,8096,43,165,Black,3
8096,8096,8097,40,170,Green,5
8097,8097,8098,40,187,Brown,4
8098,8098,8099,42,187,Green,4
8099,8099,8100,19,178,Black,11
8100,8100,8101,47,166,Brown,7
8101,8101,8102,40,178,Brown,13
8102,8102,8103,54,183,Green,21
8103,8103,8104,50,177,Brown,15
8104,8104,8105,53,169,Green,17
8105,8105,8106,42,185,Black,4
8106,8106,8107,36,166,Brown,10
8107,8107,8108,49,169,Black,17
8108,8108,8109,31,180,Brown,23
8109,8109,8110,43,187,Black,23
8110,8110,8111,39,166,Brown,20
8111,8111,8112,37,177,Black,21
8112,8112,8113,26,185,Brown,4
8113,8113,8114,21,167,Green,3
8114,8114,8115,31,184,Brown,14
8115,8115,8116,23,178,Brown,16
8116,8116,8117,25,187,Black,6
8117,8117,8118,32,180,Black,4
8118,8118,8119,31,172,Green,20
8119,8119,8120,54,178,Green,23
8120,8120,8121,19,177,Brown,19
8121,8121,8122,31,184,Green,18
8122,8122,8123,53,176,Brown,23
8123,8123,8124,38,184,Brown,11
8124,8124,8125,37,174,Brown,13
8125,8125,8126,31,175,Brown,3
8126,8126,8127,37,175,Black,11
8127,8127,8128,38,186,Green,15
8128,8128,8129,45,166,Brown,12
8129,8129,8130,27,173,Black,3
8130,8130,8131,34,175,Brown,13
8131,8131,8132,50,185,Black,8
8132,8132,8133,36,186,Green,3
8133,8133,8134,47,166,Green,14
8134,8134,8135,28,184,Black,19
8135,8135,8136,26,175,Black,9
8136,8136,8137,26,181,Black,17
8137,8137,8138,43,178,Black,9
8138,8138,8139,36,178,Green,10
8139,8139,8140,44,178,Black,23
8140,8140,8141,29,184,Brown,10
8141,8141,8142,51,178,Brown,4
8142,8142,8143,34,180,Brown,10
8143,8143,8144,19,176,Brown,8
8144,8144,8145,36,175,Green,13
8145,8145,8146,22,175,Brown,15
8146,8146,8147,37,180,Brown,23
8147,8147,8148,37,185,Green,10
8148,8148,8149,51,182,Brown,6
8149,8149,8150,50,184,Green,13
8150,8150,8151,23,174,Green,20
8151,8151,8152,18,180,Black,5
8152,8152,8153,36,180,Green,10
8153,8153,8154,43,185,Black,12
8154,8154,8155,49,166,Brown,9
8155,8155,8156,54,184,Green,5
8156,8156,8157,19,184,Brown,17
8157,8157,8158,54,173,Black,13
8158,8158,8159,51,175,Green,19
8159,8159,8160,40,186,Black,10
8160,8160,8161,39,168,Black,23
8161,8161,8162,29,179,Black,11
8162,8162,8163,20,183,Black,20
8163,8163,8164,26,180,Brown,23
8164,8164,8165,18,171,Black,15
8165,8165,8166,36,181,Black,7
8166,8166,8167,48,171,Brown,12
8167,8167,8168,43,174,Green,6
8168,8168,8169,41,180,Brown,19
8169,8169,8170,41,176,Brown,13
8170,8170,8171,45,167,Green,23
8171,8171,8172,27,169,Black,16
8172,8172,8173,31,173,Black,3
8173,8173,8174,42,175,Brown,3
8174,8174,8175,36,172,Green,12
8175,8175,8176,24,179,Black,16
8176,8176,8177,45,186,Brown,8
8177,8177,8178,35,184,Brown,6
8178,8178,8179,41,175,Green,18
8179,8179,8180,51,169,Green,7
8180,8180,8181,33,169,Brown,7
8181,8181,8182,28,185,Black,8
8182,8182,8183,31,185,Brown,19
8183,8183,8184,28,174,Green,7
8184,8184,8185,25,186,Brown,23
8185,8185,8186,29,185,Green,3
8186,8186,8187,22,175,Brown,5
8187,8187,8188,19,167,Black,23
8188,8188,8189,45,184,Brown,5
8189,8189,8190,51,181,Green,21
8190,8190,8191,53,183,Green,15
8191,8191,8192,30,173,Brown,4
8192,8192,8193,20,184,Brown,14
8193,8193,8194,24,181,Black,4
8194,8194,8195,46,167,Black,12
8195,8195,8196,31,165,Brown,14
8196,8196,8197,20,181,Brown,12
8197,8197,8198,29,181,Green,23
8198,8198,8199,36,185,Black,5
8199,8199,8200,54,180,Black,22
8200,8200,8201,23,165,Green,17
8201,8201,8202,42,168,Green,3
8202,8202,8203,36,165,Brown,9
8203,8203,8204,49,168,Brown,14
8204,8204,8205,42,171,Brown,16
8205,8205,8206,24,186,Green,15
8206,8206,8207,50,181,Brown,15
8207,8207,8208,21,179,Green,6
8208,8208,8209,40,184,Brown,20
8209,8209,8210,18,168,Brown,3
8210,8210,8211,20,167,Green,23
8211,8211,8212,51,186,Black,8
8212,8212,8213,21,173,Black,22
8213,8213,8214,28,185,Black,16
8214,8214,8215,22,171,Black,9
8215,8215,8216,42,171,Black,8
8216,8216,8217,37,169,Black,13
8217,8217,8218,27,171,Black,15
8218,8218,8219,41,186,Black,3
8219,8219,8220,36,175,Black,4
8220,8220,8221,41,178,Brown,21
8221,8221,8222,42,169,Black,7
8222,8222,8223,54,171,Black,5
8223,8223,8224,50,175,Black,23
8224,8224,8225,52,181,Brown,4
8225,8225,8226,30,174,Brown,3
8226,8226,8227,53,186,Green,14
8227,8227,8228,51,184,Brown,11
8228,8228,8229,34,177,Black,23
8229,8229,8230,26,169,Black,10
8230,8230,8231,39,171,Brown,3
8231,8231,8232,35,187,Black,12
8232,8232,8233,40,166,Brown,7
8233,8233,8234,27,166,Brown,18
8234,8234,8235,50,182,Green,17
8235,8235,8236,22,182,Black,12
8236,8236,8237,45,172,Brown,8
8237,8237,8238,30,171,Black,14
8238,8238,8239,25,179,Brown,9
8239,8239,8240,23,185,Black,16
8240,8240,8241,45,186,Black,17
8241,8241,8242,27,187,Black,13
8242,8242,8243,38,185,Green,13
8243,8243,8244,42,172,Green,15
8244,8244,8245,46,181,Black,4
8245,8245,8246,34,177,Black,17
8246,8246,8247,37,178,Green,17
8247,8247,8248,43,171,Green,16
8248,8248,8249,27,184,Brown,4
8249,8249,8250,22,174,Black,17
8250,8250,8251,32,182,Black,23
8251,8251,8252,52,179,Green,3
8252,8252,8253,40,174,Brown,22
8253,8253,8254,52,179,Brown,22
8254,8254,8255,42,168,Black,18
8255,8255,8256,54,185,Brown,23
8256,8256,8257,51,174,Green,23
8257,8257,8258,35,166,Black,23
8258,8258,8259,48,171,Green,19
8259,8259,8260,21,186,Green,5
8260,8260,8261,40,175,Black,23
8261,8261,8262,28,169,Green,7
8262,8262,8263,25,179,Black,5
8263,8263,8264,38,171,Black,16
8264,8264,8265,20,184,Black,13
8265,8265,8266,42,167,Black,22
8266,8266,8267,20,173,Green,8
8267,8267,8268,21,176,Green,13
8268,8268,8269,51,183,Black,8
8269,8269,8270,51,178,Green,18
8270,8270,8271,41,174,Black,22
8271,8271,8272,28,167,Black,3
8272,8272,8273,37,187,Brown,23
8273,8273,8274,48,185,Brown,21
8274,8274,8275,36,173,Green,7
8275,8275,8276,32,184,Brown,18
8276,8276,8277,31,186,Brown,13
8277,8277,8278,20,165,Black,23
8278,8278,8279,53,186,Black,5
8279,8279,8280,19,179,Brown,7
8280,8280,8281,47,177,Brown,9
8281,8281,8282,53,170,Brown,22
8282,8282,8283,24,166,Brown,13
8283,8283,8284,19,178,Brown,9
8284,8284,8285,20,178,Black,9
8285,8285,8286,26,178,Green,23
8286,8286,8287,20,174,Green,22
8287,8287,8288,39,185,Black,4
8288,8288,8289,39,187,Green,12
8289,8289,8290,22,166,Black,22
8290,8290,8291,52,184,Green,20
8291,8291,8292,36,177,Green,20
8292,8292,8293,21,166,Brown,15
8293,8293,8294,29,171,Black,4
8294,8294,8295,26,186,Black,12
8295,8295,8296,34,170,Brown,23
8296,8296,8297,25,168,Brown,17
8297,8297,8298,36,181,Black,16
8298,8298,8299,21,179,Brown,12
8299,8299,8300,39,171,Brown,12
8300,8300,8301,20,186,Brown,19
8301,8301,8302,19,174,Black,14
8302,8302,8303,24,173,Brown,15
8303,8303,8304,26,165,Green,12
8304,8304,8305,22,170,Green,12
8305,8305,8306,54,177,Green,15
8306,8306,8307,47,175,Green,5
8307,8307,8308,52,172,Black,15
8308,8308,8309,27,176,Brown,18
8309,8309,8310,36,171,Green,11
8310,8310,8311,50,179,Green,17
8311,8311,8312,46,171,Black,23
8312,8312,8313,53,165,Green,16
8313,8313,8314,22,183,Brown,8
8314,8314,8315,32,171,Brown,5
8315,8315,8316,33,169,Brown,23
8316,8316,8317,51,170,Brown,13
8317,8317,8318,26,181,Green,21
8318,8318,8319,48,173,Black,19
8319,8319,8320,42,187,Black,6
8320,8320,8321,23,169,Black,4
8321,8321,8322,40,176,Black,13
8322,8322,8323,23,183,Black,14
8323,8323,8324,54,174,Black,14
8324,8324,8325,51,168,Green,23
8325,8325,8326,53,168,Brown,23
8326,8326,8327,25,177,Brown,20
8327,8327,8328,20,181,Brown,9
8328,8328,8329,42,174,Brown,9
8329,8329,8330,25,175,Black,23
8330,8330,8331,43,165,Brown,9
8331,8331,8332,42,170,Black,11
8332,8332,8333,45,171,Black,4
8333,8333,8334,35,172,Brown,8
8334,8334,8335,54,178,Black,13
8335,8335,8336,43,174,Black,3
8336,8336,8337,29,181,Brown,8
8337,8337,8338,34,180,Brown,14
8338,8338,8339,49,175,Black,23
8339,8339,8340,54,185,Brown,7
8340,8340,8341,27,168,Black,4
8341,8341,8342,21,170,Green,19
8342,8342,8343,44,170,Green,4
8343,8343,8344,53,176,Black,9
8344,8344,8345,19,171,Green,20
8345,8345,8346,49,186,Green,4
8346,8346,8347,24,178,Black,12
8347,8347,8348,18,185,Brown,16
8348,8348,8349,34,183,Black,18
8349,8349,8350,39,178,Black,15
8350,8350,8351,35,179,Brown,13
8351,8351,8352,52,174,Black,23
8352,8352,8353,25,165,Green,7
8353,8353,8354,51,183,Green,14
8354,8354,8355,36,182,Black,6
8355,8355,8356,19,177,Brown,14
8356,8356,8357,30,170,Brown,10
8357,8357,8358,44,177,Brown,19
8358,8358,8359,28,175,Black,23
8359,8359,8360,45,182,Black,3
8360,8360,8361,50,175,Brown,21
8361,8361,8362,48,186,Green,12
8362,8362,8363,44,166,Brown,16
8363,8363,8364,46,175,Brown,14
8364,8364,8365,20,168,Black,3
8365,8365,8366,45,174,Black,13
8366,8366,8367,51,176,Black,15
8367,8367,8368,20,176,Green,3
8368,8368,8369,46,178,Green,20
8369,8369,8370,19,185,Green,23
8370,8370,8371,26,170,Green,14
8371,8371,8372,49,182,Black,18
8372,8372,8373,25,170,Brown,23
8373,8373,8374,18,177,Brown,14
8374,8374,8375,32,178,Green,14
8375,8375,8376,34,183,Green,3
8376,8376,8377,32,182,Green,9
8377,8377,8378,25,177,Black,20
8378,8378,8379,49,182,Green,4
8379,8379,8380,51,185,Green,23
8380,8380,8381,40,186,Green,3
8381,8381,8382,46,178,Brown,4
8382,8382,8383,46,172,Black,5
8383,8383,8384,23,166,Black,6
8384,8384,8385,27,165,Green,3
8385,8385,8386,19,179,Brown,23
8386,8386,8387,26,184,Green,9
8387,8387,8388,42,183,Green,16
8388,8388,8389,18,178,Brown,22
8389,8389,8390,25,174,Black,6
8390,8390,8391,24,180,Green,12
8391,8391,8392,30,186,Black,21
8392,8392,8393,44,170,Black,23
8393,8393,8394,37,168,Brown,12
8394,8394,8395,45,185,Brown,7
8395,8395,8396,23,165,Green,3
8396,8396,8397,38,171,Brown,15
8397,8397,8398,52,186,Green,18
8398,8398,8399,49,184,Black,15
8399,8399,8400,40,165,Brown,22
8400,8400,8401,33,179,Brown,7
8401,8401,8402,43,170,Brown,23
8402,8402,8403,38,178,Green,23
8403,8403,8404,44,172,Black,21
8404,8404,8405,54,184,Black,4
8405,8405,8406,39,183,Black,15
8406,8406,8407,26,168,Black,3
8407,8407,8408,43,179,Brown,5
8408,8408,8409,52,167,Green,23
8409,8409,8410,35,173,Black,7
8410,8410,8411,29,185,Brown,13
8411,8411,8412,24,171,Brown,23
8412,8412,8413,49,186,Black,17
8413,8413,8414,48,182,Brown,15
8414,8414,8415,50,167,Black,13
8415,8415,8416,30,173,Green,23
8416,8416,8417,38,180,Black,23
8417,8417,8418,33,177,Black,11
8418,8418,8419,20,175,Brown,12
8419,8419,8420,31,179,Green,3
8420,8420,8421,28,187,Brown,11
8421,8421,8422,33,168,Black,8
8422,8422,8423,54,187,Brown,13
8423,8423,8424,50,173,Green,21
8424,8424,8425,33,170,Black,5
8425,8425,8426,33,184,Green,13
8426,8426,8427,35,174,Black,6
8427,8427,8428,23,180,Black,4
8428,8428,8429,40,181,Green,14
8429,8429,8430,51,182,Green,23
8430,8430,8431,54,179,Green,10
8431,8431,8432,29,183,Green,12
8432,8432,8433,54,172,Brown,6
8433,8433,8434,36,166,Brown,14
8434,8434,8435,33,172,Green,7
8435,8435,8436,36,168,Black,22
8436,8436,8437,26,170,Brown,10
8437,8437,8438,42,176,Brown,10
8438,8438,8439,21,172,Black,10
8439,8439,8440,24,176,Green,9
8440,8440,8441,27,181,Green,5
8441,8441,8442,28,172,Brown,14
8442,8442,8443,20,172,Green,6
8443,8443,8444,37,167,Green,3
8444,8444,8445,32,178,Black,5
8445,8445,8446,26,173,Brown,20
8446,8446,8447,54,174,Brown,13
8447,8447,8448,20,170,Black,7
8448,8448,8449,52,179,Brown,22
8449,8449,8450,40,174,Black,3
8450,8450,8451,42,173,Green,17
8451,8451,8452,35,168,Black,5
8452,8452,8453,31,175,Green,11
8453,8453,8454,26,169,Black,7
8454,8454,8455,41,179,Brown,19
8455,8455,8456,30,168,Green,16
8456,8456,8457,48,165,Brown,19
8457,8457,8458,44,184,Green,14
8458,8458,8459,29,175,Black,21
8459,8459,8460,22,169,Black,16
8460,8460,8461,43,177,Green,23
8461,8461,8462,32,181,Green,12
8462,8462,8463,48,167,Green,5
8463,8463,8464,34,182,Green,19
8464,8464,8465,28,182,Green,22
8465,8465,8466,54,167,Green,4
8466,8466,8467,29,187,Black,13
8467,8467,8468,41,186,Green,23
8468,8468,8469,43,167,Green,16
8469,8469,8470,28,175,Green,18
8470,8470,8471,31,169,Green,12
8471,8471,8472,22,179,Brown,21
8472,8472,8473,22,168,Green,4
8473,8473,8474,40,182,Black,19
8474,8474,8475,36,186,Black,20
8475,8475,8476,30,165,Black,19
8476,8476,8477,26,176,Black,23
8477,8477,8478,50,180,Green,8
8478,8478,8479,33,183,Green,15
8479,8479,8480,52,183,Brown,23
8480,8480,8481,41,173,Brown,6
8481,8481,8482,39,176,Green,16
8482,8482,8483,54,171,Brown,12
8483,8483,8484,51,168,Brown,7
8484,8484,8485,41,187,Black,3
8485,8485,8486,33,175,Black,6
8486,8486,8487,50,177,Black,3
8487,8487,8488,18,187,Brown,4
8488,8488,8489,23,178,Green,5
8489,8489,8490,32,178,Brown,5
8490,8490,8491,34,174,Green,19
8491,8491,8492,49,174,Green,8
8492,8492,8493,24,168,Green,7
8493,8493,8494,54,167,Brown,4
8494,8494,8495,51,169,Black,6
8495,8495,8496,35,179,Black,15
8496,8496,8497,22,176,Brown,18
8497,8497,8498,50,175,Black,21
8498,8498,8499,24,175,Green,7
8499,8499,8500,40,169,Brown,23
8500,8500,8501,27,176,Brown,22
8501,8501,8502,45,169,Green,6
8502,8502,8503,21,172,Green,4
8503,8503,8504,48,178,Black,9
8504,8504,8505,52,184,Green,13
8505,8505,8506,35,184,Black,10
8506,8506,8507,36,170,Green,13
8507,8507,8508,30,165,Green,5
8508,8508,8509,48,174,Black,14
8509,8509,8510,21,170,Brown,8
8510,8510,8511,40,177,Brown,23
8511,8511,8512,48,182,Black,10
8512,8512,8513,32,187,Green,3
8513,8513,8514,27,177,Brown,8
8514,8514,8515,25,171,Green,4
8515,8515,8516,46,182,Green,3
8516,8516,8517,22,185,Green,10
8517,8517,8518,43,178,Brown,23
8518,8518,8519,35,179,Black,23
8519,8519,8520,20,186,Green,9
8520,8520,8521,23,175,Brown,7
8521,8521,8522,22,172,Green,5
8522,8522,8523,45,186,Brown,21
8523,8523,8524,20,172,Green,20
8524,8524,8525,40,169,Black,18
8525,8525,8526,48,175,Brown,3
8526,8526,8527,23,185,Green,11
8527,8527,8528,22,167,Black,22
8528,8528,8529,46,173,Green,23
8529,8529,8530,28,178,Green,6
8530,8530,8531,29,166,Green,10
8531,8531,8532,34,185,Brown,11
8532,8532,8533,51,177,Green,13
8533,8533,8534,24,178,Black,13
8534,8534,8535,43,182,Black,6
8535,8535,8536,36,176,Black,20
8536,8536,8537,54,175,Green,21
8537,8537,8538,54,178,Green,14
8538,8538,8539,48,183,Brown,23
8539,8539,8540,26,176,Green,7
8540,8540,8541,49,166,Brown,12
8541,8541,8542,53,173,Green,8
8542,8542,8543,20,180,Brown,17
8543,8543,8544,49,186,Brown,19
8544,8544,8545,39,184,Brown,11
8545,8545,8546,37,166,Black,15
8546,8546,8547,19,172,Black,6
8547,8547,8548,33,165,Brown,3
8548,8548,8549,23,181,Black,16
8549,8549,8550,51,181,Brown,13
8550,8550,8551,40,182,Black,11
8551,8551,8552,43,187,Green,6
8552,8552,8553,53,168,Black,22
8553,8553,8554,37,166,Green,17
8554,8554,8555,30,183,Brown,8
8555,8555,8556,27,185,Brown,22
8556,8556,8557,45,172,Black,21
8557,8557,8558,47,185,Green,9
8558,8558,8559,27,177,Black,14
8559,8559,8560,22,178,Brown,4
8560,8560,8561,20,171,Black,3
8561,8561,8562,48,178,Black,20
8562,8562,8563,33,165,Black,16
8563,8563,8564,40,169,Green,6
8564,8564,8565,26,167,Green,23
8565,8565,8566,40,176,Brown,20
8566,8566,8567,44,185,Black,17
8567,8567,8568,19,180,Brown,4
8568,8568,8569,35,165,Green,9
8569,8569,8570,38,183,Black,6
8570,8570,8571,38,177,Black,5
8571,8571,8572,50,186,Green,13
8572,8572,8573,53,181,Brown,17
8573,8573,8574,44,170,Green,23
8574,8574,8575,45,171,Green,12
8575,8575,8576,22,174,Black,4
8576,8576,8577,26,179,Green,12
8577,8577,8578,20,177,Green,15
8578,8578,8579,29,178,Black,14
8579,8579,8580,54,179,Brown,9
8580,8580,8581,31,170,Black,16
8581,8581,8582,53,187,Green,23
8582,8582,8583,26,176,Green,23
8583,8583,8584,52,187,Green,20
8584,8584,8585,22,173,Green,11
8585,8585,8586,19,176,Green,13
8586,8586,8587,25,176,Green,12
8587,8587,8588,46,172,Green,12
8588,8588,8589,44,165,Black,4
8589,8589,8590,37,173,Black,23
8590,8590,8591,23,187,Black,23
8591,8591,8592,27,180,Brown,14
8592,8592,8593,46,166,Green,6
8593,8593,8594,21,185,Brown,9
8594,8594,8595,21,171,Brown,10
8595,8595,8596,33,186,Green,16
8596,8596,8597,40,178,Black,8
8597,8597,8598,41,182,Black,10
8598,8598,8599,35,174,Green,11
8599,8599,8600,38,174,Black,8
8600,8600,8601,51,166,Black,19
8601,8601,8602,43,175,Black,23
8602,8602,8603,32,168,Black,11
8603,8603,8604,21,187,Green,3
8604,8604,8605,41,180,Brown,4
8605,8605,8606,54,165,Black,23
8606,8606,8607,39,186,Black,23
8607,8607,8608,48,170,Green,15
8608,8608,8609,29,179,Green,3
8609,8609,8610,42,174,Black,14
8610,8610,8611,50,174,Green,18
8611,8611,8612,19,175,Black,17
8612,8612,8613,23,183,Green,23
8613,8613,8614,45,177,Brown,9
8614,8614,8615,45,170,Green,18
8615,8615,8616,31,172,Black,15
8616,8616,8617,50,169,Green,22
8617,8617,8618,22,169,Black,5
8618,8618,8619,24,165,Brown,22
8619,8619,8620,34,168,Brown,6
8620,8620,8621,36,187,Brown,10
8621,8621,8622,27,178,Black,23
8622,8622,8623,33,183,Green,7
8623,8623,8624,28,187,Brown,20
8624,8624,8625,48,165,Green,18
8625,8625,8626,23,173,Green,14
8626,8626,8627,29,166,Brown,5
8627,8627,8628,37,181,Black,13
8628,8628,8629,32,181,Brown,18
8629,8629,8630,31,166,Black,8
8630,8630,8631,54,166,Black,14
8631,8631,8632,28,176,Black,17
8632,8632,8633,44,173,Black,7
8633,8633,8634,40,186,Green,10
8634,8634,8635,35,177,Black,23
8635,8635,8636,19,177,Green,14
8636,8636,8637,34,182,Black,20
8637,8637,8638,53,182,Black,7
8638,8638,8639,34,183,Black,14
8639,8639,8640,53,170,Green,23
8640,8640,8641,25,178,Green,12
8641,8641,8642,23,178,Black,15
8642,8642,8643,36,180,Brown,10
8643,8643,8644,20,166,Black,8
8644,8644,8645,42,172,Green,15
8645,8645,8646,50,165,Brown,8
8646,8646,8647,28,178,Black,14
8647,8647,8648,20,177,Black,23
8648,8648,8649,45,181,Black,14
8649,8649,8650,51,183,Black,18
8650,8650,8651,41,179,Brown,5
8651,8651,8652,20,176,Black,6
8652,8652,8653,25,165,Black,23
8653,8653,8654,53,175,Brown,5
8654,8654,8655,50,175,Brown,10
8655,8655,8656,50,176,Black,19
8656,8656,8657,47,172,Black,23
8657,8657,8658,45,178,Green,21
8658,8658,8659,47,177,Brown,10
8659,8659,8660,39,178,Black,3
8660,8660,8661,27,184,Black,11
8661,8661,8662,45,172,Black,6
8662,8662,8663,26,165,Green,21
8663,8663,8664,31,166,Brown,5
8664,8664,8665,20,180,Green,13
8665,8665,8666,24,177,Black,4
8666,8666,8667,18,170,Brown,6
8667,8667,8668,46,179,Black,12
8668,8668,8669,44,184,Green,16
8669,8669,8670,46,174,Green,19
8670,8670,8671,43,182,Green,18
8671,8671,8672,19,166,Black,11
8672,8672,8673,19,166,Black,17
8673,8673,8674,47,179,Brown,3
8674,8674,8675,29,174,Black,23
8675,8675,8676,21,186,Green,21
8676,8676,8677,53,186,Brown,6
8677,8677,8678,22,170,Green,23
8678,8678,8679,46,175,Black,12
8679,8679,8680,25,171,Black,18
8680,8680,8681,20,179,Green,6
8681,8681,8682,18,168,Green,7
8682,8682,8683,38,182,Black,12
8683,8683,8684,32,187,Black,5
8684,8684,8685,39,180,Green,10
8685,8685,8686,24,178,Brown,5
8686,8686,8687,30,176,Brown,16
8687,8687,8688,38,179,Black,23
8688,8688,8689,45,186,Brown,9
8689,8689,8690,43,185,Black,15
8690,8690,8691,39,183,Black,9
8691,8691,8692,19,167,Brown,3
8692,8692,8693,49,186,Black,21
8693,8693,8694,32,182,Brown,16
8694,8694,8695,33,174,Brown,19
8695,8695,8696,22,173,Brown,6
8696,8696,8697,28,176,Brown,12
8697,8697,8698,43,182,Black,23
8698,8698,8699,48,168,Green,17
8699,8699,8700,31,179,Green,16
8700,8700,8701,39,184,Green,22
8701,8701,8702,18,177,Green,18
8702,8702,8703,34,167,Black,6
8703,8703,8704,21,176,Brown,3
8704,8704,8705,38,186,Brown,9
8705,8705,8706,23,166,Green,5
8706,8706,8707,44,187,Green,12
8707,8707,8708,36,181,Brown,13
8708,8708,8709,42,181,Black,23
8709,8709,8710,19,179,Green,23
8710,8710,8711,49,178,Black,10
8711,8711,8712,43,171,Black,15
8712,8712,8713,29,170,Brown,15
8713,8713,8714,21,167,Black,6
8714,8714,8715,37,183,Brown,15
8715,8715,8716,44,173,Black,10
8716,8716,8717,28,168,Brown,18
8717,8717,8718,25,182,Black,21
8718,8718,8719,52,165,Brown,20
8719,8719,8720,34,183,Green,18
8720,8720,8721,53,167,Green,17
8721,8721,8722,35,187,Brown,5
8722,8722,8723,21,165,Black,8
8723,8723,8724,42,173,Green,3
8724,8724,8725,26,174,Black,23
8725,8725,8726,38,176,Green,3
8726,8726,8727,20,170,Black,7
8727,8727,8728,33,169,Black,4
8728,8728,8729,37,173,Black,17
8729,8729,8730,47,183,Green,23
8730,8730,8731,38,186,Green,8
8731,8731,8732,19,179,Black,23
8732,8732,8733,34,175,Green,3
8733,8733,8734,37,180,Green,21
8734,8734,8735,18,186,Brown,12
8735,8735,8736,42,169,Green,22
8736,8736,8737,49,166,Brown,3
8737,8737,8738,53,171,Brown,15
8738,8738,8739,51,167,Black,23
8739,8739,8740,48,186,Black,6
8740,8740,8741,28,172,Brown,13
8741,8741,8742,38,186,Brown,13
8742,8742,8743,37,165,Black,18
8743,8743,8744,44,181,Brown,23
8744,8744,8745,40,184,Brown,23
8745,8745,8746,18,177,Green,13
8746,8746,8747,39,178,Green,14
8747,8747,8748,48,169,Black,16
8748,8748,8749,35,167,Brown,11
8749,8749,8750,54,170,Brown,13
8750,8750,8751,24,183,Brown,3
8751,8751,8752,27,176,Green,8
8752,8752,8753,40,185,Black,4
8753,8753,8754,53,181,Brown,6
8754,8754,8755,50,186,Green,23
8755,8755,8756,35,165,Black,5
8756,8756,8757,19,182,Brown,12
8757,8757,8758,38,185,Brown,23
8758,8758,8759,52,165,Black,6
8759,8759,8760,40,182,Brown,5
8760,8760,8761,46,185,Green,6
8761,8761,8762,40,171,Black,16
8762,8762,8763,21,178,Black,23
8763,8763,8764,37,186,Green,13
8764,8764,8765,38,183,Green,15
8765,8765,8766,21,173,Black,7
8766,8766,8767,18,175,Brown,14
8767,8767,8768,51,184,Green,10
