,Crime_ID,Criminal_ID
12923,12923,16845
12925,12925,1760
12927,12927,20685
12929,12929,24200
12930,12930,8716
12931,12931,21449
12937,12937,3808
12938,12938,14874
12939,12939,4358
12940,12940,21984
12941,12941,5903
12943,12943,20984
12944,12944,4256
12946,12946,16019
12947,12947,2948
12949,12949,13093
12952,12952,23437
12953,12953,17934
12954,12954,19892
12957,12957,17554
12958,12958,12497
12960,12960,8633
12961,12961,23963
12964,12964,3511
12966,12966,17426
12967,12967,22919
12968,12968,19055
12970,12970,1693
12973,12973,3677
12974,12974,6769
12978,12978,3863
12980,12980,3031
12981,12981,11532
12984,12984,19373
12985,12985,23304
12986,12986,8561
12988,12988,22985
12989,12989,4558
12992,12992,17385
12993,12993,4364
12994,12994,19937
12996,12996,14176
12997,12997,19449
13000,13000,1863
13001,13001,13726
13003,13003,23911
13006,13006,413
13010,13010,6129
13013,13013,23301
13014,13014,22898
13016,13016,2078
13017,13017,4979
13018,13018,10968
13019,13019,8786
13020,13020,3394
13022,13022,21252
13024,13024,10239
13025,13025,6931
13026,13026,17838
13027,13027,6506
13028,13028,23229
13030,13030,2827
13031,13031,23541
13032,13032,19244
13033,13033,20435
13034,13034,4774
13035,13035,6625
13039,13039,13075
13040,13040,23279
13041,13041,13400
13043,13043,17917
13046,13046,19549
13047,13047,13899
13049,13049,6455
13050,13050,6644
13051,13051,24042
13052,13052,23643
13056,13056,6116
13058,13058,18671
13059,13059,10895
13060,13060,8457
13061,13061,16489
13062,13062,3121
13063,13063,21164
13064,13064,11433
13065,13065,1445
13067,13067,24688
13068,13068,14784
13071,13071,24276
13072,13072,22666
13073,13073,3661
13074,13074,8959
13075,13075,19168
13076,13076,9610
13077,13077,12453
13078,13078,885
13079,13079,22936
13087,13087,19488
13088,13088,16053
13090,13090,14808
13091,13091,10427
13092,13092,19644
13093,13093,15723
13095,13095,22569
13096,13096,19
13101,13101,2617
13102,13102,4798
13108,13108,7660
13111,13111,12653
13112,13112,9859
13113,13113,22406
13115,13115,7788
13116,13116,15622
13117,13117,3855
13118,13118,22194
13119,13119,23003
13121,13121,16363
13123,13123,5447
13124,13124,16409
13126,13126,10612
13127,13127,7750
13128,13128,11647
13130,13130,7545
13131,13131,12394
13134,13134,1026
13135,13135,16889
13139,13139,20046
13140,13140,3567
13142,13142,20059
13143,13143,18361
13144,13144,22285
13145,13145,15623
13146,13146,14031
13147,13147,14491
13149,13149,8699
13150,13150,20443
13151,13151,1907
13152,13152,6323
13153,13153,15894
13157,13157,10585
13162,13162,23840
13164,13164,22851
13165,13165,14919
13166,13166,10227
13167,13167,16418
13168,13168,13082
13169,13169,18122
13170,13170,24562
13171,13171,15253
13174,13174,20543
13176,13176,16270
13177,13177,6048
13178,13178,19782
13180,13180,11803
13181,13181,6381
13182,13182,12973
13184,13184,14799
13185,13185,732
13189,13189,4784
13191,13191,9983
13196,13196,23911
13197,13197,4100
13198,13198,7352
13199,13199,20944
13200,13200,3750
13203,13203,20587
13204,13204,13145
13205,13205,9748
13206,13206,5269
13208,13208,8003
13209,13209,14186
13210,13210,11663
13211,13211,15718
13212,13212,5801
13215,13215,23095
13216,13216,23017
13219,13219,9252
13221,13221,19410
13223,13223,24520
13224,13224,13858
13225,13225,14024
13226,13226,8617
13227,13227,15676
13228,13228,11439
13229,13229,24905
13230,13230,8502
13231,13231,8968
13232,13232,20816
13233,13233,8615
13234,13234,6580
13236,13236,2893
13237,13237,1678
13239,13239,8608
13246,13246,19714
13247,13247,17297
13249,13249,24862
13250,13250,8767
13254,13254,692
13255,13255,7717
13256,13256,3312
13257,13257,24469
13260,13260,4237
13262,13262,12469
13264,13264,17203
13265,13265,22796
13267,13267,7826
13268,13268,1046
13269,13269,5518
13270,13270,10051
13271,13271,3124
13272,13272,3669
13274,13274,13537
13276,13276,23803
13277,13277,14642
13279,13279,17397
13280,13280,10645
13281,13281,2179
13282,13282,5115
13283,13283,13831
13284,13284,12344
13285,13285,21458
13286,13286,9780
13287,13287,21198
13288,13288,14929
13289,13289,9058
13290,13290,22636
13291,13291,8420
13293,13293,22697
13294,13294,2685
13295,13295,9898
13296,13296,13475
13297,13297,7478
13299,13299,11351
13302,13302,15717
13303,13303,10257
13304,13304,5629
13306,13306,16793
13307,13307,19338
13308,13308,20307
13309,13309,11146
13310,13310,16772
13311,13311,11262
13312,13312,11121
13313,13313,15822
13314,13314,10894
13315,13315,1677
13316,13316,20983
13317,13317,23015
13319,13319,7608
13320,13320,3204
13321,13321,19379
13322,13322,16149
13323,13323,19712
13324,13324,6353
13326,13326,10445
13327,13327,1959
13329,13329,13755
13330,13330,23287
13331,13331,23584
13332,13332,4968
13334,13334,4591
13335,13335,3229
13336,13336,15959
13338,13338,582
13340,13340,979
13341,13341,20171
13342,13342,3096
13343,13343,539
13344,13344,21894
13346,13346,20216
13347,13347,7260
13348,13348,4590
13349,13349,12859
13350,13350,13548
13351,13351,10260
13352,13352,24494
13355,13355,7077
13356,13356,181
13357,13357,2124
13358,13358,14753
13359,13359,19701
13360,13360,13612
13361,13361,16818
13362,13362,11181
13363,13363,6282
13366,13366,8096
13367,13367,4110
13368,13368,21188
13369,13369,13243
13371,13371,11541
13374,13374,13753
13376,13376,1671
13377,13377,15841
13378,13378,465
13379,13379,5025
13380,13380,16424
13381,13381,11110
13382,13382,3132
13383,13383,24720
13384,13384,15915
13386,13386,24977
13387,13387,5492
13388,13388,21331
13389,13389,9825
13391,13391,10383
13392,13392,15505
13395,13395,1725
13396,13396,3101
13397,13397,20674
13398,13398,8003
13399,13399,18314
13401,13401,10537
13403,13403,16113
13404,13404,14106
13405,13405,6373
13406,13406,17683
13408,13408,581
13409,13409,18470
13411,13411,15215
13412,13412,16770
13416,13416,22794
13417,13417,16644
13418,13418,14159
13419,13419,3879
13420,13420,13951
13421,13421,18080
13422,13422,9512
13423,13423,18825
13424,13424,20957
13425,13425,13151
13426,13426,20105
13428,13428,17997
13429,13429,6386
13430,13430,22722
13431,13431,1422
13432,13432,24030
13433,13433,23559
13434,13434,2466
13437,13437,4855
13438,13438,12424
13439,13439,14367
13440,13440,324
13441,13441,21236
13442,13442,13946
13443,13443,14272
13444,13444,20954
13445,13445,24086
13446,13446,14766
13447,13447,18009
13448,13448,18989
13449,13449,15503
13451,13451,5402
13452,13452,7750
13453,13453,13789
13455,13455,16625
13456,13456,12845
13457,13457,1053
13458,13458,21372
13459,13459,10227
13461,13461,9746
13463,13463,9332
13464,13464,9619
13465,13465,2803
13466,13466,23245
13468,13468,22822
13469,13469,20334
13471,13471,13180
13472,13472,18438
13473,13473,20978
13475,13475,4459
13477,13477,22213
13478,13478,18841
13479,13479,9602
13480,13480,15440
13482,13482,5574
13484,13484,1923
13486,13486,18957
13487,13487,20734
13488,13488,5723
13489,13489,3201
13490,13490,6458
13491,13491,12332
13492,13492,23515
13493,13493,4169
13494,13494,2793
13495,13495,18024
13496,13496,17629
13497,13497,5420
13498,13498,16053
13499,13499,24917
13500,13500,22083
13501,13501,1199
13502,13502,24758
13503,13503,14741
13504,13504,16839
13505,13505,8365
13507,13507,18520
13511,13511,1034
13513,13513,7288
13514,13514,5859
13515,13515,9538
13517,13517,19497
13518,13518,8524
13519,13519,7761
13520,13520,20739
13521,13521,23330
13522,13522,15466
13523,13523,10756
13524,13524,23685
13526,13526,16483
13527,13527,11283
13528,13528,4842
13531,13531,21401
13532,13532,22249
13533,13533,3414
13534,13534,20869
13535,13535,3661
13536,13536,3236
13537,13537,961
13538,13538,16467
13539,13539,15804
13540,13540,5400
13541,13541,20703
13542,13542,19337
13543,13543,18708
13544,13544,3942
13545,13545,11800
13546,13546,12424
13549,13549,5229
13550,13550,22096
13551,13551,1096
13552,13552,12460
13556,13556,7756
13557,13557,2463
13558,13558,14442
13559,13559,19395
13560,13560,20950
13561,13561,15233
13562,13562,20990
13563,13563,6041
13564,13564,4948
13565,13565,17547
13567,13567,23287
13569,13569,3297
13573,13573,24746
13574,13574,17335
13575,13575,18101
13576,13576,19187
13579,13579,19695
13580,13580,18164
13582,13582,18052
13583,13583,8797
13584,13584,5512
13586,13586,14054
13589,13589,16676
13590,13590,18826
13591,13591,24168
13596,13596,24515
13597,13597,14920
13598,13598,5016
13599,13599,2722
13603,13603,11442
13605,13605,8572
13606,13606,20522
13607,13607,24469
13608,13608,23081
13609,13609,22135
13610,13610,6275
13611,13611,23103
13612,13612,19212
13613,13613,16417
13614,13614,1915
13615,13615,13705
13616,13616,12368
13617,13617,10474
13620,13620,12048
13621,13621,7304
13622,13622,16726
13623,13623,15678
13624,13624,3509
13625,13625,6942
13626,13626,15809
13627,13627,18042
13628,13628,5192
13629,13629,24725
13630,13630,5168
13631,13631,12524
13632,13632,3374
13634,13634,15240
13635,13635,4935
13636,13636,9279
13638,13638,5236
13639,13639,6739
13640,13640,12418
13642,13642,12698
13643,13643,2755
13644,13644,15199
13645,13645,6890
13647,13647,10177
13649,13649,7270
13651,13651,12534
13653,13653,11227
13654,13654,5378
13658,13658,4687
13659,13659,23637
13660,13660,11871
13661,13661,22682
13662,13662,5022
13663,13663,1758
13664,13664,1989
13665,13665,18588
13666,13666,1853
13667,13667,15808
13668,13668,1727
13669,13669,8495
13670,13670,18776
13671,13671,541
13672,13672,685
13673,13673,11476
13674,13674,13523
13675,13675,20777
13678,13678,6534
13680,13680,8309
13682,13682,1112
13683,13683,7277
13684,13684,17
13687,13687,24192
13688,13688,15532
13690,13690,13224
13691,13691,16302
13693,13693,5949
13694,13694,8449
13695,13695,23171
13697,13697,7123
13698,13698,717
13700,13700,2539
13702,13702,19337
13703,13703,19332
13704,13704,2068
13705,13705,9013
13706,13706,1917
13707,13707,3381
13708,13708,2449
13709,13709,11022
13710,13710,12901
13711,13711,21691
13712,13712,2740
13713,13713,1111
13714,13714,7553
13715,13715,15621
13716,13716,24356
13717,13717,18568
13718,13718,23965
13719,13719,23192
13720,13720,20464
13724,13724,13539
13726,13726,10823
13727,13727,18592
13728,13728,6402
13729,13729,14379
13730,13730,14608
13731,13731,24433
13732,13732,180
13734,13734,1857
13735,13735,22328
13736,13736,21071
13737,13737,2842
13740,13740,7473
13741,13741,14207
13742,13742,21676
13743,13743,10161
13746,13746,15688
13747,13747,17215
13748,13748,18494
13750,13750,12730
13751,13751,19456
13752,13752,22949
13753,13753,9671
13754,13754,7604
13756,13756,16544
13757,13757,2830
13758,13758,15532
13759,13759,17897
13760,13760,22269
13761,13761,7416
13762,13762,3516
13763,13763,14403
13764,13764,7308
13765,13765,13757
13766,13766,24691
13768,13768,10748
13769,13769,21528
13771,13771,22302
13772,13772,13247
13773,13773,20476
13774,13774,11908
13775,13775,13578
13776,13776,19963
13778,13778,225
13779,13779,8679
13780,13780,1437
13781,13781,16225
13783,13783,4257
13784,13784,8985
13785,13785,3175
13786,13786,23386
13787,13787,4252
13788,13788,21945
13789,13789,5998
13790,13790,1553
13791,13791,19458
13792,13792,22206
13793,13793,23161
13794,13794,23955
13795,13795,11237
13796,13796,10004
13797,13797,14653
13798,13798,20615
13800,13800,9260
13801,13801,24679
13802,13802,16652
13803,13803,7211
13804,13804,4491
13805,13805,20697
13806,13806,2142
13807,13807,20984
13808,13808,8631
13810,13810,14149
13811,13811,5996
13812,13812,16598
13813,13813,9431
13814,13814,12061
13816,13816,18799
13819,13819,4554
13820,13820,4935
13821,13821,16614
13822,13822,18203
13825,13825,5753
13826,13826,14405
13827,13827,13212
13829,13829,5537
13830,13830,12976
13832,13832,23194
13833,13833,12406
13834,13834,13512
13835,13835,10155
13837,13837,10343
13838,13838,4415
13839,13839,22970
13840,13840,16246
13841,13841,11145
13842,13842,17692
13843,13843,4964
13844,13844,2576
13847,13847,22584
13849,13849,20390
13850,13850,18675
13852,13852,6712
13854,13854,5430
13855,13855,20534
13857,13857,22360
13858,13858,16116
13859,13859,4038
13861,13861,15601
13862,13862,16035
13864,13864,18877
13865,13865,3953
13866,13866,9480
13867,13867,18389
13868,13868,2416
13869,13869,8120
13870,13870,20529
13871,13871,20376
13873,13873,3092
13875,13875,21231
13876,13876,23848
13877,13877,14003
13878,13878,17003
13879,13879,15552
13882,13882,21599
13883,13883,11861
13884,13884,3311
13885,13885,2945
13886,13886,5432
13888,13888,4047
13889,13889,12169
13891,13891,1075
13892,13892,22038
13893,13893,12482
13894,13894,17211
13895,13895,16962
13896,13896,15813
13897,13897,2804
13898,13898,1777
13899,13899,8030
13900,13900,11077
13901,13901,23793
13902,13902,14332
13903,13903,17628
13904,13904,20723
13905,13905,18989
13906,13906,2215
13907,13907,13589
13908,13908,14404
13909,13909,10304
13910,13910,461
13911,13911,12962
13913,13913,9559
13914,13914,21392
13915,13915,10445
13916,13916,11134
13917,13917,1783
13918,13918,13181
13919,13919,20252
13920,13920,23688
13921,13921,17170
13923,13923,19955
13924,13924,14290
13925,13925,3609
13926,13926,3505
13928,13928,18713
13929,13929,9813
13931,13931,2037
13932,13932,21883
13933,13933,24900
13934,13934,3778
13935,13935,7709
13936,13936,5917
13937,13937,5824
13938,13938,22782
13939,13939,5934
13940,13940,6427
13941,13941,16061
13942,13942,21813
13943,13943,8958
13944,13944,4035
13945,13945,3759
13946,13946,23960
13947,13947,19443
13948,13948,18505
13949,13949,22113
13953,13953,1315
13956,13956,674
13957,13957,8688
13958,13958,22476
13959,13959,7290
13961,13961,24595
13962,13962,9275
13963,13963,15778
13964,13964,20080
13965,13965,12949
13966,13966,5088
13967,13967,7998
13968,13968,12288
13969,13969,9796
13972,13972,9336
13973,13973,18295
13976,13976,20124
13977,13977,19422
13978,13978,14270
13979,13979,9762
13981,13981,6541
13982,13982,3160
13983,13983,19675
13985,13985,15518
13986,13986,3862
13987,13987,22690
13988,13988,9357
13989,13989,15006
13990,13990,20053
13991,13991,9469
13993,13993,18580
13994,13994,4594
13995,13995,20131
13996,13996,13765
13997,13997,17262
13998,13998,23702
13999,13999,4661
14001,14001,22339
14002,14002,18242
14003,14003,3636
14004,14004,8513
14005,14005,20560
14006,14006,14651
14007,14007,10632
14008,14008,24191
14012,14012,6127
14013,14013,12703
14014,14014,11973
14015,14015,24481
14017,14017,6026
14018,14018,22038
14019,14019,10143
14020,14020,7094
14021,14021,12766
14023,14023,16726
14024,14024,2122
14025,14025,23705
14026,14026,2657
14029,14029,5336
14030,14030,18607
14031,14031,3777
14033,14033,14904
14034,14034,16929
14037,14037,13766
14038,14038,10655
14039,14039,1747
14040,14040,1710
14041,14041,2575
14044,14044,17678
14046,14046,2672
14047,14047,7676
14048,14048,9642
14049,14049,3629
14051,14051,9852
14052,14052,10248
14054,14054,7350
14055,14055,21936
14056,14056,22088
14058,14058,7567
14059,14059,12118
14061,14061,23067
14062,14062,9451
14063,14063,19535
14064,14064,24840
14065,14065,17591
14066,14066,13078
14067,14067,23613
14068,14068,2371
14069,14069,581
14070,14070,19017
14071,14071,20457
14072,14072,24733
14073,14073,5053
14074,14074,22149
14075,14075,20563
14076,14076,6505
14077,14077,16739
14078,14078,20710
14079,14079,6941
14082,14082,10419
14083,14083,19054
14084,14084,15222
14085,14085,8209
14086,14086,7363
14087,14087,4903
14088,14088,2277
14089,14089,23204
14090,14090,6651
14091,14091,24342
14092,14092,5749
14093,14093,2821
14094,14094,21300
14095,14095,10157
14096,14096,6635
14098,14098,24346
14100,14100,13018
14101,14101,9763
14102,14102,2401
14104,14104,22143
14105,14105,10989
14106,14106,6031
14107,14107,21048
14111,14111,21365
14112,14112,1408
14115,14115,24530
14116,14116,4125
14118,14118,10592
14119,14119,1982
14122,14122,22518
14123,14123,16696
14124,14124,20348
14125,14125,19046
14126,14126,18902
14129,14129,14522
14130,14130,17885
14131,14131,20496
14132,14132,9524
14133,14133,17231
14134,14134,7636
14135,14135,9012
14136,14136,3905
14139,14139,13385
14140,14140,24105
14142,14142,8092
14145,14145,3663
14146,14146,13915
14149,14149,1605
14155,14155,16038
14156,14156,10083
14157,14157,1378
14158,14158,22337
14160,14160,6725
14162,14162,22003
14163,14163,1400
14164,14164,11195
14165,14165,17808
14167,14167,18248
14170,14170,148
14171,14171,20001
14172,14172,3972
14175,14175,19403
14177,14177,24084
14178,14178,400
14179,14179,9099
14181,14181,9413
14182,14182,2131
14184,14184,23080
14185,14185,24062
14186,14186,9220
14187,14187,20110
14188,14188,2195
14189,14189,7689
14190,14190,20535
14191,14191,15382
14192,14192,12564
14193,14193,12678
14194,14194,24224
14195,14195,3249
14196,14196,23155
14198,14198,8560
14200,14200,16920
14202,14202,1579
14204,14204,17613
14207,14207,16575
14208,14208,336
14209,14209,5593
14210,14210,20421
14211,14211,21050
14212,14212,20171
14215,14215,13520
14216,14216,20222
14217,14217,349
14218,14218,13393
14219,14219,7410
14220,14220,10948
14221,14221,14323
14223,14223,12220
14227,14227,17298
14228,14228,14560
14229,14229,2658
14230,14230,4320
14231,14231,24762
14232,14232,11265
14235,14235,2221
14238,14238,10933
14240,14240,2800
14243,14243,13923
14244,14244,10111
14245,14245,11499
14246,14246,24917
14247,14247,16553
14248,14248,19891
14250,14250,21047
14251,14251,16141
14252,14252,805
14253,14253,22592
14255,14255,3194
14256,14256,20978
14261,14261,10019
14262,14262,12137
14263,14263,13347
14265,14265,13734
14267,14267,7204
14268,14268,21265
14269,14269,6628
14276,14276,18198
14277,14277,23378
14278,14278,22690
14279,14279,3353
14280,14280,7961
14281,14281,3101
14282,14282,5517
14283,14283,1607
14284,14284,23951
14285,14285,3767
14287,14287,18669
14288,14288,6530
14289,14289,24292
14290,14290,24986
14291,14291,2647
14292,14292,5040
14294,14294,14451
14295,14295,15443
14296,14296,5102
14297,14297,14955
14299,14299,6919
14300,14300,17774
14301,14301,8268
14302,14302,12498
14303,14303,10035
14304,14304,7673
14305,14305,1768
14306,14306,11318
14307,14307,18515
14308,14308,10043
14309,14309,1807
14311,14311,9925
14312,14312,23084
14313,14313,17805
14314,14314,12965
14315,14315,14312
14317,14317,13454
14318,14318,10536
14319,14319,10095
14321,14321,4945
14322,14322,9258
14324,14324,4442
14325,14325,1322
14326,14326,12
14327,14327,8777
14329,14329,15959
14331,14331,7779
14332,14332,16440
14335,14335,19725
14336,14336,22440
14339,14339,5486
14340,14340,12894
14341,14341,20672
14342,14342,21533
14343,14343,12358
14345,14345,16217
14346,14346,17285
14347,14347,20774
14348,14348,8741
14349,14349,2805
14350,14350,5835
14351,14351,18546
14352,14352,7623
14353,14353,4425
14354,14354,5710
14355,14355,21644
14356,14356,9802
14357,14357,13365
14359,14359,9925
14362,14362,2046
14363,14363,24525
14364,14364,1896
14365,14365,12955
14366,14366,13131
14367,14367,719
14368,14368,2789
14369,14369,16240
14371,14371,22133
14372,14372,15215
14373,14373,13289
14374,14374,4915
14375,14375,22170
14376,14376,2773
14377,14377,16708
14378,14378,5463
14380,14380,12266
14382,14382,9553
14383,14383,14479
14384,14384,22486
14385,14385,23036
14386,14386,12976
14387,14387,20531
14388,14388,19387
14389,14389,24384
14390,14390,23053
14391,14391,17168
14394,14394,4317
14395,14395,8736
14396,14396,22416
14397,14397,24060
14398,14398,20483
14400,14400,21956
14402,14402,5340
14403,14403,18804
14405,14405,20072
14406,14406,14398
14407,14407,19588
14408,14408,5897
14409,14409,23704
14410,14410,8484
14411,14411,9180
14412,14412,21719
14413,14413,22368
14414,14414,19571
14415,14415,4401
14416,14416,11071
14417,14417,22719
14418,14418,12053
14419,14419,9458
14420,14420,6273
14422,14422,6821
14424,14424,7221
14425,14425,19840
14426,14426,13976
14427,14427,17597
14428,14428,5330
14429,14429,10235
14430,14430,5662
14431,14431,7031
14433,14433,9271
14435,14435,8220
14436,14436,23160
14438,14438,14674
14439,14439,11898
14440,14440,11259
14441,14441,23441
14442,14442,16130
14443,14443,22690
14444,14444,9096
14446,14446,4770
14447,14447,9366
14448,14448,4033
14449,14449,22292
14450,14450,2003
14451,14451,21579
14452,14452,22042
14453,14453,214
14454,14454,11014
14456,14456,14706
14457,14457,1996
14458,14458,19352
14459,14459,24020
14460,14460,23258
14461,14461,11828
14462,14462,15029
14463,14463,13124
14464,14464,7412
14465,14465,8958
14466,14466,7176
14467,14467,5386
14468,14468,21343
14472,14472,9051
14474,14474,18265
14475,14475,16362
14476,14476,2990
14477,14477,23557
14478,14478,12005
14479,14479,7985
14480,14480,16327
14481,14481,14872
14482,14482,18390
14483,14483,10108
14484,14484,20750
14485,14485,21863
14487,14487,12815
14488,14488,5949
14489,14489,24013
14490,14490,23890
14492,14492,20741
14493,14493,21346
14495,14495,9959
14497,14497,8613
14498,14498,13174
14499,14499,6843
14500,14500,2965
14501,14501,15010
14504,14504,16992
14506,14506,20875
14508,14508,24131
14510,14510,879
14511,14511,2352
14513,14513,1127
14514,14514,21337
14515,14515,885
14516,14516,1662
14517,14517,20863
14519,14519,6596
14520,14520,1844
14521,14521,18434
14522,14522,21805
14524,14524,9116
14526,14526,18380
14532,14532,8248
14533,14533,14190
14534,14534,20272
14535,14535,21095
14536,14536,12673
14537,14537,23486
14538,14538,15582
14539,14539,13120
14540,14540,6518
14544,14544,9950
14545,14545,14747
14546,14546,24873
14547,14547,10948
14549,14549,22144
14550,14550,24222
14551,14551,11145
14553,14553,5479
14556,14556,517
14558,14558,24409
14560,14560,22823
14561,14561,20843
14564,14564,5766
14566,14566,2623
14569,14569,21505
14570,14570,9472
14572,14572,6582
14573,14573,15622
14575,14575,1245
14576,14576,2092
14577,14577,12521
14578,14578,3558
14580,14580,22480
14581,14581,12107
14582,14582,17805
14583,14583,12623
14584,14584,12387
14585,14585,9149
14586,14586,9401
14589,14589,12065
14590,14590,10375
14591,14591,14088
14592,14592,10254
14593,14593,6526
14594,14594,5091
14595,14595,8649
14596,14596,592
14597,14597,9764
14598,14598,17598
14599,14599,15235
14600,14600,20016
14601,14601,24741
14602,14602,4612
14603,14603,8357
14604,14604,15996
14605,14605,6705
14606,14606,21893
14607,14607,12884
14610,14610,9829
14611,14611,5550
14612,14612,7041
14613,14613,2486
14614,14614,6897
14615,14615,20533
14616,14616,20952
14617,14617,4937
14618,14618,12812
14619,14619,19896
14620,14620,11844
14621,14621,4406
14622,14622,12487
14624,14624,12236
14625,14625,23693
14626,14626,24233
14627,14627,1323
14628,14628,20859
14629,14629,12299
14630,14630,6817
14631,14631,419
14632,14632,15395
14633,14633,22963
14634,14634,7161
14635,14635,1980
14636,14636,8594
14639,14639,9763
14642,14642,21814
14643,14643,23235
14646,14646,7749
14647,14647,9182
14649,14649,18479
14650,14650,15045
14652,14652,4619
14653,14653,22676
14654,14654,18247
14657,14657,8287
14658,14658,16205
14660,14660,16029
14662,14662,12854
14664,14664,20425
14665,14665,9028
14666,14666,21240
14667,14667,8358
14668,14668,11174
14669,14669,1759
14670,14670,17153
14671,14671,3337
14672,14672,6514
14673,14673,7069
14674,14674,18166
14675,14675,24749
14676,14676,17879
14681,14681,11985
14682,14682,21377
14684,14684,2108
14686,14686,15874
14687,14687,20722
14688,14688,15506
14689,14689,4764
14690,14690,11557
14691,14691,8091
14692,14692,2313
14693,14693,16818
14694,14694,22034
14695,14695,16527
14696,14696,15208
14697,14697,8166
14698,14698,12065
14699,14699,22259
14700,14700,6605
14701,14701,6847
14703,14703,18340
14704,14704,6268
14705,14705,15771
14706,14706,196
14707,14707,22591
14708,14708,8907
14709,14709,5443
14710,14710,7502
14712,14712,1305
14713,14713,3030
14715,14715,11135
14716,14716,14917
14717,14717,10310
14718,14718,21924
14719,14719,17878
14720,14720,16257
14722,14722,17929
14723,14723,6600
14724,14724,18496
14725,14725,10365
14726,14726,12909
14727,14727,11507
14728,14728,15927
14729,14729,20405
14730,14730,20314
14731,14731,7831
14732,14732,11469
14733,14733,5268
14734,14734,11358
14735,14735,10965
14736,14736,7512
14737,14737,1874
14738,14738,3531
14740,14740,6131
14742,14742,7751
14744,14744,9580
14745,14745,2226
14746,14746,8047
14747,14747,11714
14749,14749,295
14750,14750,23169
14751,14751,10119
14752,14752,1273
14753,14753,13693
14755,14755,1367
14756,14756,8830
14758,14758,310
14759,14759,22397
14760,14760,11763
14761,14761,13176
14762,14762,20024
14764,14764,20194
14767,14767,13631
14768,14768,8648
14769,14769,6696
14770,14770,7532
14771,14771,4077
14772,14772,16165
14773,14773,22475
14774,14774,10160
14775,14775,14557
14777,14777,21791
14778,14778,14148
14779,14779,11389
14780,14780,3565
14781,14781,20591
14782,14782,11654
14783,14783,14009
14784,14784,6561
14785,14785,2099
14786,14786,15344
14787,14787,5159
14788,14788,14307
14789,14789,22207
14790,14790,15922
14792,14792,47
14793,14793,13033
14794,14794,12970
14795,14795,15351
14796,14796,11167
14798,14798,20378
14800,14800,2983
14801,14801,5824
14802,14802,7235
14803,14803,10557
14804,14804,8314
14805,14805,1415
14806,14806,1265
14807,14807,17843
14808,14808,8966
14809,14809,11793
14810,14810,11997
14811,14811,6197
14812,14812,12231
14813,14813,22704
14815,14815,17434
14816,14816,10256
14817,14817,5079
14818,14818,24834
14819,14819,22224
14822,14822,9678
14824,14824,12830
14825,14825,6625
14826,14826,14861
14827,14827,3186
14828,14828,15593
14829,14829,24371
14830,14830,14972
14831,14831,21926
14832,14832,23186
14833,14833,11167
14834,14834,12661
14836,14836,8693
14837,14837,12258
14838,14838,3576
14839,14839,24989
14840,14840,3299
14841,14841,21775
14843,14843,2891
14844,14844,23044
14845,14845,10965
14846,14846,10259
14847,14847,18565
14848,14848,14547
14849,14849,4692
14850,14850,1220
14851,14851,16286
14852,14852,6835
14853,14853,21232
14854,14854,16535
14856,14856,14865
14857,14857,11543
14858,14858,3268
14860,14860,10078
14861,14861,14063
14862,14862,9004
14863,14863,15073
14864,14864,24519
14866,14866,625
14867,14867,4364
14868,14868,5915
14869,14869,15317
14870,14870,9425
14871,14871,21672
14872,14872,3857
14873,14873,7996
14875,14875,4408
14876,14876,15114
14877,14877,12756
14879,14879,9588
14880,14880,10132
14881,14881,17140
14882,14882,4388
14883,14883,20956
14884,14884,19082
14885,14885,13106
14886,14886,376
14887,14887,5524
14888,14888,12977
14889,14889,8380
14890,14890,16184
14891,14891,10520
14892,14892,5255
14893,14893,22264
14894,14894,247
14895,14895,23345
14896,14896,20159
14899,14899,24630
14901,14901,4074
14902,14902,16007
14903,14903,8415
14904,14904,18441
14905,14905,8439
14906,14906,8337
14907,14907,1918
14908,14908,2596
14909,14909,16095
14911,14911,8925
14912,14912,16283
14913,14913,21339
14914,14914,1705
14915,14915,16879
14918,14918,8559
14920,14920,16131
14923,14923,3140
14924,14924,24840
14925,14925,20016
14926,14926,9997
14929,14929,10876
14930,14930,2484
14931,14931,16450
14932,14932,18361
14933,14933,24235
14935,14935,11503
14936,14936,19845
14938,14938,745
14941,14941,5353
14942,14942,3669
14944,14944,5397
14945,14945,666
14946,14946,8955
14948,14948,3796
14949,14949,4727
14950,14950,2702
14951,14951,24013
14952,14952,7493
14953,14953,7981
14954,14954,4009
14955,14955,18376
14956,14956,2723
14957,14957,736
14958,14958,9837
14959,14959,20670
14963,14963,22631
14964,14964,8826
14965,14965,13744
14966,14966,12296
14968,14968,1142
14970,14970,2547
14971,14971,17956
14972,14972,14787
14973,14973,6310
14976,14976,18888
14977,14977,13906
14978,14978,66
14979,14979,425
14981,14981,13233
14983,14983,1051
14984,14984,15874
14987,14987,1580
14988,14988,12982
14989,14989,11379
14990,14990,13005
14991,14991,20036
14992,14992,18699
14994,14994,18885
14995,14995,10225
14996,14996,10533
14997,14997,721
14998,14998,9908
14999,14999,10495
15001,15001,5217
15003,15003,18506
15006,15006,19622
15009,15009,2792
15011,15011,7391
15012,15012,14066
15013,15013,14428
15014,15014,7826
15015,15015,5913
15016,15016,9568
15017,15017,15292
15018,15018,7679
15019,15019,2197
15020,15020,6163
15021,15021,2115
15022,15022,10058
15023,15023,2084
15024,15024,17623
15026,15026,17051
15027,15027,21022
15028,15028,23323
